File-nr,logatome,SAM"-PA,diphone,language
961,DATTEEUTADEU,dat@OYta"dOY,@OY,DE
962,ADÄSCHADAI,QadESa:"daI,ES,DE
963,ATACHLADEU,Qataxla:"daU,xl,DE
964,ADEUTADAI,QadOYta"daI,OYt,DE
965,ATAIOTTADAU,QataIOta"daU,aIO,DE
966,ATAPSCHADAI,QatapZa"daI,pZ,DE
967,ATÄJADEU,QatEja:"daU,Ej,DE
968,ATABEUTADEU,QatabOYta"dOY,bOY,DE
969,PATÜFFADAU,patYfa:"daU,Yf,DE
970,ATATSCHSCHADAI,QatatSSa"daI,tSS,DE
971,PATUHFADAU,patu:fa:"daU,u:f,DE
972,ATURRADEU,QatURa"dOY,UR,DE
973,ATÄHLADEU,QatE:lta"dOY,E:l,DE
974,ADÜHDADAI,Qady:da"daI,y:d,DE
975,ATATZSADAI,Qatatssa"daI,tss,DE
976,ADÜTSCHADAI,QadYtSa:"daI,YtS,DE
977,ATASCHATTADAU,QataZata"daU,Za,DE
978,DATOOAHTADEU,dato:a:ta"dOY,o:a:,DE
979,ATOHLADEU,Qato:la:"daU,o:l,DE
980,PATATSCHPFADAU,patatSpfa:"daU,tSpf,DE
981,ATANITTADAU,QatanIta"daU,nI,DE
982,ATATSCHCHADAI,QatatSxa"daI,tSx,DE
983,PATTECHTSCHADAU,patECtSa:"daU,CtS,DE
984,DATAKIEHTADEU,da:taki:ta"dOY,ki:,DE
985,DATASCHÜHTADEU,da:taSy:ta"dOY,Sy:,DE
986,DATTERAHTADEU,dat6a:ta"dOY,6a:,DE
987,ATTERPADAI,Qat6pa"daI,6p,DE
988,ATATZWADAI,Qatatsva"daI,tsv,DE
989,ATÜATTADAU,Qaty:ata"daU,y:a,DE
990,ATAPF ADAI,QatapfQa"daI,pfQ,DE
991,ATASCHDADAI,QataSda"daI,Sd,DE
992,ATATSCHÄTTADAU,QatatSEta"daU,tSE,DE
993,ADUHSCHADAI,Qadu:Sa:"daI,u:S,DE
994,DATAMOHTADEU,da:tamo:ta"dOY,mo:,DE
995,PATÖFFADAU,pat9fa:"daU,9f,DE
996,ATANSCHADAI,QatanSa:"daI,nS,DE
997,ADIETSCHADAI,Qadi:tSa:"daI,i:tS,DE
998,ATATSCHSCHADAI,QatatSZa"daI,tSZ,DE
999,ATIEOTTADAU,Qati:Ota"daU,i:O,DE
1000,ATOHNGADEU,Qato:Na"dOY,o:N,DE
1001,ATAPFDADAI,Qatapfda"daI,pfd,DE
1002,SADISADAI,sadisa"daI,*s,DE
1003,ATTEROTTADAU,Qate6Ota"daU,6O,DE
1004,ATAJSADAI,Qatajsa"daI,js,DE
1005,ADISSADASCH,"QadIsadaZ,Z*,DE
1006,ATTEPADAI,Qat@pa"daI,@p,DE
1007,ATÄHJADEU,QatE:ja:"daU,E:j,DE
1008,WADISADAI,va:diza"daI,*v,DE
1009,ATACHWADAI,Qataxva"daI,xv,DE
1010,DATAIAHTADEU,da:taIa:ta"dOY,aIa:,DE
1011,ATAGNADEU,Qatagna"dOY,gn,DE
1012,PATIGGADAU,patIga"daU,Ig,DE
1013,ATANGCHADAI,QataNxa"daI,Nx,DE
1014,ATANGSCHADAI,QataNZa"daI,NZ,DE
1015,ATTECHWADAI,QatECva"daI,Cv,DE
1016,PATÜHFADAU,paty:fa:"daU,y:f,DE
1017,ATAPÖHTADEU,Qatap2:ta"dOY,p2:,DE
1018,ATTECHDADAI,QatECda"daI,Cd,DE
1019,ATAHMADEU,Qata:ma:"daU,a:m,DE
1020,ADITTADAI,QadIta"daI,It,DE
1021,ATANGADEU,QataNa"dOY,aN,DE
1022,ATARHADEU,QataRha"dOY,Rh,DE
1023,ATASNADEU,Qatasna"dOY,sn,DE
1024,PATATSCHGADAU,patatSga"daU,tSg,DE
1025,ATATSCHATTADAU,QatatSata"daU,tSa,DE
1026,ADAUSCHADAI,QadaUZa"daI,aUZ,DE
1027,ATTEÜTTADAU,Qat@Yta"daU,@Y,DE
1028,ATATZBADAI,Qatatsba:"daI,tsb,DE
1029,ATAPSADAI,Qatapsa"daI,ps,DE
1030,DATÄÖHTADEU,datE2:ta"dOY,E2:,DE
1031,ATASNADEU,Qatazna"dOY,zn,DE
1032,DATEEÄHTADEU,da:te:E:ta"dOY,e:E:,DE
1033,ATAGMADEU,Qatagma"dOY,gm,DE
1034,ADUPPADAI,QadUpa"daI,Up,DE
1035,ATAPÜHTADEU,Qatapy:ta"dOY,py:,DE
1036,ATASCHUTTADAU,QataSUta"daU,SU,DE
1037,ATEUITTADAU,QatOYIta"daU,OYI,DE
1038,ATABFADAU,Qatabfa"daU,bf,DE
1039,ADÖHTADAI,Qad2:ta"daI,2:t,DE
1040,PATAHTSCHADAU,patahtSa"daU,htS,DE
1041,ATATAUTADEU,QatataUta"dOY,taU,DE
1042,ATATZSADAI,Qatatsza"daI,tsz,DE
1043,ATAPFTSCHADAI,QatapftSa:"daI,pftS,DE
1044,PATOPFADAU,patOpfa:"daU,Opf,DE
1045,ATAPFERTADEU,Qatapf6ta"dOY,pf6,DE
1046,ATADWADAI,Qatadva"daI,dv,DE
1047,DATAOHTADEU,datao:ta"dOY,ao:,DE
1048,ATAWÜTTADAU,QatavYta"daU,vY,DE
1049,ATABMADEU,Qatabma"dOY,bm,DE
1050,ATASCHSADAI,QataSza"daI,Sz,DE
1051,ATAMITTADAU,QatamIta"daU,mI,DE
1052,ADÜTZADAI,QadYtsa"daI,Yts,DE
1053,ADAHSCHADAI,Qada:Sa:"daI,a:S,DE
1054,ADICHADAI,QadICa"daI,IC,DE
1055,ATÜHLADEU,Qaty:la:"daU,y:l,DE
1056,ATANGHADEU,QataNha"dOY,Nh,DE
1057,ATUEDADEU,Qatu:@da"dOY,u:@,DE
1058,ADAHPADAI,Qada:pa"daI,a:p,DE
1059,ATTERADEU,Qat@Ra"dOY,@R,DE
1060,ADAICHADEI,QadaICa"daI,aIC,DE
1061,ATAPFSCHADAI,QatapfZa"daI,pfZ,DE
1062,ATTERTSCHADAI,Qat6tSa:"daI,6tS,DE
1063,ATAGSADAI,Qatagza"daI,gz,DE
1064,ATANGWADAI,QataNva"daI,Nv,DE
1065,ATAWATTADAU,Qatavata"daU,va,DE
1066,PATATSCHTSADAU,patatStsa"daU,tSts,DE
1067,ATTETADAI,Qat@ta"daI,@t,DE
1068,ATADÖTTADAU,Qatad9ta"daU,d9,DE
1069,DATAIÖHTADEU,da:taI2:ta"dOY,aI2:,DE
1070,ATTECHITTADAU,QatECIta"daU,CI,DE
1071,ATALWADAI,Qata:lva"daI,lv,DE
1072,ATAGÖTTADAU,Qata:g9ta"daU,g9,DE
1073,ATAFHADEU,Qatafha"dOY,fh,DE
1074,DATASEHTADEU,da:ta:ze:ta"dOY,ze:,DE
1075,ATAGÄTTADAU,Qata:gEta"daU,gE,DE
1076,ATASCHPADAI,QataSpa"daI,Sp,DE
1077,PATAFTSADAU,pataftsa"daU,fts,DE
1078,ATTERBADAI,Qat6ba:"daI,6b,DE
1079,ATÜHNGADEU,Qaty:Na"dOY,y:N,DE
1080,ADAUSADAI,QadaUza"daI,aUz,DE
1081,ATAWHADEU,Qatavha"dOY,vh,DE
1082,DATAPFÖHTADEU,da:tapf2:ta"dOY,pf2:,DE
1083,ADEUSADAI,QadOYza"daI,OYz,DE
1084,ATASPADAI,Qataspa"daI,sp,DE
1085,ATADBADAI,Qatadba"daI,db,DE
1086,ATTESADAI,Qat@za"daI,@z,DE
1087,ADÜHTSCHADAI,Qady:tSa:"daI,y:tS,DE
1088,ATADAUTATEU,QatadaUta"tOY,daU,DE
1089,ADOWWADAI,QadOva"daI,Ov,DE
1090,ATALAITADEU,QatalaIta"dOY,laI,DE
1091,DATEIIEHTADEU,dataIi:ta"dOY,aIi:,DE
1092,ATTERSCHADAI,Qat6Sa:"daI,6S,DE
1093,ATAKÄTTADAU,QatakEta"daU,kE,DE
1094,ATARRERTADEU,QataR6ta"dOY,R6,DE
1095,PATÖHFADAU,pat2:fa:"daU,2:f,DE
1096,ATASCHSADAI,QataZza"daI,Zz,DE
1097,ADÜHCHADAI,Qady:Ca"daI,y:C,DE
1098,DATABÄHTADEU,da:tabE:ta"dOY,bE:,DE
1099,ADÖ ADAI,Qad9Qa"daI,9Q,DE
1100,DATASCHEHTADEU,dataZe:ta"dOY,Ze:,DE
1101,PATUHGADAU,patu:ga"daU,u:g,DE
1102,ATARSADAI,QataRza"daI,Rz,DE
1103,ATATOTTADAU,QatatOta"daU,tO,DE
1104,DATASÄHTADEU,da:tazE:ta"dOY,zE:,DE
1105,PATAPFTSCHADAU,patapftSa:"daU,pftS,DE
1106,ATEUUTTADAU,QatOYUta"daU,OYU,DE
1107,PATASCHKADAU,pataSka"daU,Sk,DE
1108,ATIENGADEU,Qati:Na"dOY,i:N,DE
1109,ATAFWADAI,Qatafva"daI,fv,DE
1110,ATÜÄTTADAU,QatYEta"daU,YE,DE
1111,ATEHERDADEU,Qa:te:6da:"daU,e:6,DE
1112,ATAKBADAI,Qatakba:"daI,kb,DE
1113,ATACHÜTTADAU,QataxYta"daU,xY,DE
1114,ADÄHBADAI,QadE:ba:"daI,E:b,DE
1115,ATA ÜTTADAU,QataQYta"daU,QY,DE
1116,ATAH ADAI,QatahQa"daI,hQ,DE
1117,ATTERÖTTADAU,Qat69ta"daU,69,DE
1118,DATTEÄHTADEU,da:t@E:ta"dOY,@E:,DE
1119,ATASCHCHADAI,QataSxa"daI,Sx,DE
1120,ATAPÖTTADAU,Qatap9ta"daU,p9,DE
1121,ATUNGADEU,QatUNa"dOY,UN,DE
1122,DATÜEHTADEU,daty:e:ta"dOY,y:e:,DE
1123,ATASCHBADAI,QataSba:"daI,Sb,DE
1124,PATASTSCHADAU,patastSa:"daU,stS,DE
1125,ATAGDADAI,Qatagda"daI,gd,DE
1126,ADISSADAF,"Qa:dIsadaf,f*,DE
1127,ADAUSCHADAI,QadaUSa:"daI,aUS,DE
1128,DATAKUHTADEU,da:taku:ta"dOY,ku:,DE
1129,PATANGFADAU,pataNfa:"daU,Nf,DE
1130,DATADÖHTADEU,da:tad2:ta"dOY,d2:,DE
1131,ATABOTTADAU,QatabOta"daU,bO,DE
1132,ATOOATTADAU,Qato:ata"daU,o:a,DE
1133,PATARKADAU,pataRka"daU,Rk,DE
1134,DATTEAHTADEU,da:t@a:ta"dOY,@a:,DE
1135,ATTECHOTTADAU,QatECOta"daU,CO,DE
1136,DATÖÄHTADEU,dat2:E:ta"dOY,2:E:,DE
1137,PATUGGADAU,patUga"daU,Ug,DE
1138,ATAJÜTTADAU,QatajYta"daU,jY,DE
1139,PATTERKADAU,pat6ka"daU,6k,DE
1140,ATAMATTADAU,Qatamata"daU,ma,DE
1141,ATAGTADAI,Qatagta"daI,gt,DE
1142,ADISSADAR,"QadIsadaR,R*,DE
1143,ATABRADEU,QatabRa"dOY,bR,DE
1144,ATTECHMADEU,QatECma:"daU,Cm,DE
1145,ATACHUTTADAU,QataxUta"daU,xU,DE
1146,ADEEDADAI,Qade:da"daI,e:d,DE
1147,ATÖEDADEU,Qat2:@da"dOY,2:@,DE
1148,ATAPFOTTADAU,QatapfOta"daU,pfO,DE
1149,DATASEHTADEU,datase:ta"dOY,se:,DE
1150,ADISSADAJ,"Qa:dIsadaj,j*,DE
1151,ATACHBADAI,Qataxba:"daI,xb,DE
1152,ATAMHADEU,Qatamha"dOY,mh,DE
1153,DATTECHÖHTADEU,da:tEC2:ta"dOY,C2:,DE
1154,ATAHAUTADEU,QatahaUta"dOY,haU,DE
1155,PATASTSADAU,patastsa"daU,sts,DE
1156,DATANÖHTADEU,da:tan2:ta"dOY,n2:,DE
1157,DATAJUHTADEU,da:taju:ta"dOY,ju:,DE
1158,ATADOTTADAU,QatadOta"daU,dO,DE
1159,ATÖHJADEU,Qat2:ja:"daU,2:j,DE
1160,DATTECHEHTADEU,da:tECe:ta"dOY,Ce:,DE
1161,ATAJEUTADEU,QatajOYta"dOY,jOY,DE
1162,ATAFPADAI,Qatafpa"daI,fp,DE
1163,DATAUUHTADEU,da:taUu:ta"dOY,aUu:,DE
1164,PATAPFTSADAU,patapftsa"daU,pfts,DE
1165,APADTSADAU,Qapadtsa"daU,dts,DE
1166,ATTEBADAI,Qat@ba:"daI,@b,DE
1167,ATASCHETADEU,QataS@ta"dOY,S@,DE
1168,ATALJADEU,Qata:lja:"daU,lj,DE
1169,ADÖHWADAI,Qad2:va"daI,2:v,DE
1170,DATÄOHTADEU,da:tEo:ta"dOY,Eo:,DE
1171,ATÖHNGADEU,Qat2:Na"dOY,2:N,DE
1172,ATASÜTTADAU,QatazYta"daU,zY,DE
1173,ATAF ADAI,QatafQa"daI,fQ,DE
1174,ADÜHTADAI,Qady:ta"daI,y:t,DE
1175,ATÖNGADEU,Qat9Na"dOY,9N,DE
1176,ATALCHADAI,Qatalxa"daI,lx,DE
1177,ADÜH ADAI,Qady:Qa"daI,y:Q,DE
1178,ATEIITTADAU,QataIIta"daU,aII,DE
1179,ATAJITTADAU,QatajIta"daU,jI,DE
1180,ATALÄTTADAU,QatalEta"daU,lE,DE
1181,ADÄTSCHADAI,QadEtSa"daI,EtS,DE
1182,DATALUHTADEU,data:lu:ta"dOY,lu:,DE
1183,ATIEÜTTADAU,Qati:Yta"daU,i:Y,DE
1184,ADUHTSCHADAI,Qadu:tSa:"daI,u:tS,DE
1185,ATATWADAI,Qata:tva"daI,tv,DE
1186,DATEEUHTADEU,da:te:u:ta"dOY,e:u:,DE
1187,PATACHTSADAU,pataxtsa"daU,xts,DE
1188,ATAPATTADAU,Qatapata"daU,pa,DE
1189,ATANÖTTADAU,Qatan9ta"daU,n9,DE
1190,PATTERPFADAU,pat6pfa:"daU,6pf,DE
1191,ATAUUTTADAU,QataUUta"daU,aUU,DE
1192,DATUEHTADEU,datu:e:ta"dOY,u:e:,DE
1193,ATARLADEU,QataRla"dOY,Rl,DE
1194,DATAJÖHTADEU,da:taj2:ta"dOY,j2:,DE
1195,ATAPÜTTADAU,QatapYta"daU,pY,DE
1196,ATADDADAI,Qatada"daI,ad,DE
1197,ATA ÜHTADEU,QataQy:ta"dOY,Qy:,DE
1198,ADISSADAI,Qa:dIsa"daI,*Q,DE
1199,ATAWBADAI,Qatavba:"daI,vb,DE
1200,ADISSADDE,"QadIsadE,E*,DE
1201,ATANGAUTADEU,QataNaUta"dOY,NaU,DE
1202,DATACHOHTADEU,dataxo:hta"dOY,xo:,DE
1203,ATABJADEU,Qatabja"dOY,bj,DE
1204,ATÜITTADAU,Qaty:Ita"daU,y:I,DE
1205,ATAKOTTADAU,QatakOta"daU,kO,DE
1206,DATÄIEHTADEU,datE:i:ta"dOY,E:i:,DE
1207,ATAUMADEU,QataUma:"daU,aUm,DE
1208,ATIELADEU,Qati:la:"daU,i:l,DE
1209,ATADDERTADEU,Qatad6ta"dOY,d6,DE
1210,ATASSERTADEU,Qatas6ta"dOY,s6,DE
1211,ADOHPADAI,Qado:pa"daI,o:p,DE
1212,DATTEIEHTADEU,dat@i:ta"dOY,@i:,DE
1213,DATÄEHTADEU,datE:e:ta"dOY,E:e:,DE
1214,ATUERDADEU,Qatu:6da"dOY,u:6,DE
1215,DATIEÖHTADEU,dati:2:ta"dOY,i:2:,DE
1216,ATANGSCHADAI,QataNSa:"daI,NS,DE
1217,ATAWSADAI,Qatavza"daI,vz,DE
1218,ATTÖITTADAU,Qat9Ita"daU,9I,DE
1219,DATAJIEHTADEU,da:taji:ta"dOY,ji:,DE
1220,APADPFADAU,Qapadpfa"daU,dpf,DE
1221,ADOHSCHADAI,Qado:Za"daI,o:Z,DE
1222,ATAJBADAI,Qatajba:"daI,jb,DE
1223,ATALMADEU,Qatalma:"daU,lm,DE
1224,ADÖDDADAI,Qad9da"daI,9d,DE
1225,ATAWTADAI,Qatavta"daI,vt,DE
1226,ATANNADEU,Qatana"dOY,an,DE
1227,ATATSCHEHTADEU,QatatSe:ta"dOY,tSe:,DE
1228,DATTECHUHTADEU,da:tECu:ta"dOY,Cu:,DE
1229,ATATSADAI,Qata:tza"daI,tz,DE
1230,ATTEDADAI,Qat@da"daI,@d,DE
1231,ATÖHATTADAU,Qat2:ata"daU,2:a,DE
1232,ATUHCHADEU,Qatu:xa"dOY,u:x,DE
1233,ATASCHÄTTADAU,QataZEta"daU,ZE,DE
1234,PATAJTSCHADAU,patajtSa:"daU,jtS,DE
1235,ATAHLADEU,Qatahla"dOY,hl,DE
1236,ATONNADEU,QatOna"dOY,On,DE
1237,ATAPDADAI,Qatapda"daI,pd,DE
1238,ATAMAUTADEU,QatamaUta"dOY,maU,DE
1239,APAKTSCHADAU,QapaktSa:"daU,ktS,DE
1240,ATASCHAITADEU,QataSaIta"dOY,SaI,DE
1241,ATANGÄTTADAU,QataNEta"daU,NE,DE
1242,ATASMADEU,Qatazma"dOY,zm,DE
1243,ATASCHPADAI,QataZpa"daI,Zp,DE
1244,PATTECGTSADAU,pat@Ctsa"daU,Cts,DE
1245,ATALSCHADAI,QatalZa"daI,lZ,DE
1246,ATADPADAI,Qatadpa"daI,dp,DE
1247,ATARITTADAU,QataRIta"daU,RI,DE
1248,DATÄIEHTADEU,da:tEi:ta"dOY,Ei:,DE
1249,DATANGÄHTADEU,dataNE:ta"dOY,NE:,DE
1250,ATTERTZADAI,Qat6tsa"daI,6ts,DE
1251,DATÄOHTADEU,datE:o:ta"dOY,E:o:,DE
1252,PATÄCKADAU,patEka"daU,Ek,DE
1253,DATIEEHTADEU,dati:e:ta"dOY,i:e:,DE
1254,ADÖHSADAI,Qad2:sa"daI,2:s,DE
1255,DATAWÖHTADEU,da:tav2:ta"dOY,v2:,DE
1256,ATAPFUTTADAU,QatapfUta"daU,pfU,DE
1257,ATANGDADAI,QataNda"daI,Nd,DE
1258,ATÜUTTADAU,Qaty:Uta"daU,y:U,DE
1259,ATADEUTATAU,QatadOYta"taU,dOY,DE
1260,PATAMKADAU,patamka"daU,mk,DE
1261,PATAFTSCHADAU,pataftSa:"daU,ftS,DE
1262,ATARAUTADEU,QataRaUta"dOY,RaU,DE
1263,ADÜSADAI,QadYza"daI,Yz,DE
1264,DATAGÖHTADEU,da:ta:g2:ta"dOY,g2:,DE
1265,ADISSADAL,"Qa:dIsada:l,l*,DE
1266,ATADNADEU,Qatadna"dOY,dn,DE
1267,DATAROHTADEU,dataRo:ta"dOY,Ro:,DE
1268,PATÖHGADAU,pat2:ga"daU,2:g,DE
1269,ATALPADAI,Qatalpa"daI,lp,DE
1270,ATABPFADAU,Qatabpfa"daU,bpf,DE
1271,ATAUHADEU,QataUha"dOY,aUh,DE
1272,ATATSCHADAI,QatatZa"daI,tZ,DE
1273,ATTERUTTADAU,Qat6Uta"daU,6U,DE
1274,ATTÖOTTADAU,Qat9Ota"daU,9O,DE
1275,ATTECHÄTTADAU,QatECEta"daU,CE,DE
1276,DATACHEHTADEU,da:taxe:ta"dOY,xe:,DE
1277,ADOHSADAI,Qado:sa"daI,o:s,DE
1278,DATASCHÄHTADEU,dataZE:ta"dOY,ZE:,DE
1279,ATATZDADAI,Qatatsda"daI,tsd,DE
1280,ATÜERDADEU,QatY6da:"daU,Y6,DE
1281,ATEEÖTTADAU,Qa:te:9ta"daU,e:9,DE
1282,ATÜRRADEU,QatYRa"dOY,YR,DE
1283,DATÄÜHTADEU,da:tE:y:ta"dOY,E:y:,DE
1284,ATAHNADEU,Qatahna"dOY,hn,DE
1285,NADISADAI,na:diza"daI,*n,DE
1286,ADISSADAS,"QadIsadaz,z*,DE
1287,ATATSCHBADAI,QatatSba:"daI,tSb,DE
1288,ATAGBADAI,Qatagba"daI,gb,DE
1289,ATAL ADAI,QatalQa"daI,lQ,DE
1290,ATASOTTADAU,QatasOta"daU,sO,DE
1291,PATAWTSADAU,patavtsa"daU,vts,DE
1292,ATAUÖTTADAU,QataU9ta"daU,aU9,DE
1293,ATASSCHADAI,QatasSa:"daI,sS,DE
1294,ATAMBADAI,Qatamba:"daI,mb,DE
1295,DATTERIEHTADEU,dat6i:ta"dOY,6i:,DE
1296,ADATTADAI,Qadata"daI,at,DE
1297,ATAHADEU,Qata:ha"dOY,a:h,DE
1298,ATAIRADEU,QataIRa"dOY,aIR,DE
1299,DATUIETADEU,datu:i:ta"dOY,u:i:,DE
1300,ATADCHADAI,Qatadxa"daI,dx,DE
1301,ATTERJADEU,Qat6ja:"daU,6j,DE
1302,ADUHWADAI,Qadu:va"daI,u:v,DE
1303,PATAHPFADAU,pata:pfa:"daU,a:pf,DE
1304,ATACHSADAI,Qataxza"daI,xz,DE
1305,ATAJOTTADAU,QatajOta"daU,jO,DE
1306,DATEUEHTADEU,datOYe:ta"dOY,OYe:,DE
1307,DATANAHTADEU,da:tana:ta"dOY,na:,DE
1308,DATADIEHTADEU,da:tadi:ta"dOY,di:,DE
1309,PATAPFGADAU,patapfga"daU,pfg,DE
1310,ATATZRADEU,QatatsRa"dOY,tsR,DE
1311,ATIEHADEU,Qati:ha"dOY,i:h,DE
1312,DATAUÜHTADEU,da:taUy:ta"dOY,aUy:,DE
1313,ATACHAUTADEU,QataxaUta"dOY,xaU,DE
1314,DATASCHEHTADEU,da:taSe:ta"dOY,Se:,DE
1315,DATASÖHTADEU,da:taz2:ta"dOY,z2:,DE
1316,ADAU ADAI,QadaUQa"daI,aUQ,DE
1317,ADISSADÜH,"Qa:dIsady:,y:*,DE
1318,ATATSCHPADAI,QatatSpa"daI,tSp,DE
1319,ADISSADAT,"Qa:dIsada:t,t*,DE
1320,DATEUUHTADEU,da:tOYu:ta"dOY,OYu:,DE
1321,ATATZ ADAI,QatatsQa"daI,tsQ,DE
1322,ATAWOTTADAU,QatavOta"daU,vO,DE
1323,ATTENADEU,Qat@na"dOY,@n,DE
1324,DATANGUHTADEU,dataNu:ta"dOY,Nu:,DE
1325,ATAWEUTADEU,QatavOYta"dOY,vOY,DE
1326,ATATSCHÖTTADAU,QatatS9ta"daU,tS9,DE
1327,ATANEUTADEU,QatanOYta"dOY,nOY,DE
1328,ATASSADAI,Qatasza"daI,sz,DE
1329,ATAFLADEU,Qatafla:"daU,fl,DE
1330,ATASLADEU,Qatazla"dOY,zl,DE
1331,ATALHADEU,Qata:lha"dOY,lh,DE
1332,ADAISADEU,QadaIza"dOY,aIz,DE
1333,DATTECHÄHTADEU,da:tECE:ta"dOY,CE:,DE
1334,ATASSCHADAI,QatazSa"daI,zS,DE
1335,ADÜDDADAI,QadYda"daI,Yd,DE
1336,ATAWÖTTADAU,Qatav9ta"daU,v9,DE
1337,ATAMOTTADAU,QatamOta"daU,mO,DE
1338,ATANAUTADEU,QatanaUta"dOY,naU,DE
1339,ADISSADATZ,"Qa:dIsada:ts,ts*,DE
1340,ATAWSCHADAI,QatavZa"daI,vZ,DE
1341,DATASIEHTADEU,datasi:ta"dOY,si:,DE
1342,ATALITTADAU,QatalIta"daU,lI,DE
1343,ATAJTADAI,Qatajta"daI,jt,DE
1344,ADUWWADAI,QadUva"daI,Uv,DE
1345,ATAPKADAU,Qatapka"daU,pk,DE
1346,DATACHÄHTADEU,da:taxE:ta"dOY,xE:,DE
1347,ATÜUTTADAU,QatYUta"daU,YU,DE
1348,ADUHDADAI,Qadu:da"daI,u:d,DE
1349,ADÜHSCHADAI,Qady:Sa:"daI,y:S,DE
1350,DATASCHIEHTADEU,da:taSi:ta"dOY,Si:,DE
1351,PATARTSCHADAU,pataRtSa"daU,RtS,DE
1352,ADÜHSCHADAI,Qady:Za"daI,y:Z,DE
1353,ATAHLADEU,Qata:la:"daU,a:l,DE
1354,ATASCHNGADEU,QataZNa"dOY,ZN,DE
1355,ATAFEUTADEU,QatafOYta"dOY,fOY,DE
1356,DATÜÄHTADEU,daty:E:ta"dOY,y:E:,DE
1357,ATALSADAI,Qatalsa"daI,ls,DE
1358,ATATPADAI,Qata:tpa"daI,tp,DE
1359,ATEUÜTTADAU,QatOYYta"daU,OYY,DE
1360,DATTECHÜHTADEU,da:tECy:ta"dOY,Cy:,DE
1361,ADEESADAI,Qade:sa"daI,e:s,DE
1362,ATA ITTADAU,QataQIta"daU,QI,DE
1363,ATACHEUTADEU,QataxOYta"dOY,xOY,DE
1364,ATOHADEU,QatOha"dOY,Oh,DE
1365,ADUHSADAI,Qadu:sa"daI,u:s,DE
1366,ATAPSCHADAI,QatapSa:"daI,pS,DE
1367,ATASUTTADAU,QatazUta"daU,zU,DE
1368,ADEU ADAI,QadOYQa"daI,OYQ,DE
1369,ATABUTTADAU,QatabUta"daU,bU,DE
1370,PATAHFADAU,pata:fa:"daU,a:f,DE
1371,ATAJATTADAU,Qatajata"daU,ja,DE
1372,ADÜSCHADAI,QadYZa"daI,YZ,DE
1373,ATAFJADEU,Qatafja:"daU,fj,DE
1374,ATÜHADEU,Qaty:ha"dOY,y:h,DE
1375,ATTETZADAI,Qat@tsa"daI,@ts,DE
1376,ATÄRRADEU,QatERa"dOY,ER,DE
1377,ATOOEDADEU,Qato:@da"dOY,o:@,DE
1378,ADEUPADAI,QadOYpa"daI,OYp,DE
1379,ATIJADEU,QatIja"dOY,Ij,DE
1380,ADÄSCHADAI,QadEZa"daI,EZ,DE
1381,ADEESADAI,Qade:za"daI,e:z,DE
1382,DATABÜHTADEU,da:taby:ta"dOY,by:,DE
1383,ATTERNGADEU,Qat6Na"dOY,6N,DE
1384,ADISSADAS,"Qa:dIsadas,s*,DE
1385,ATATSCHIEHTADEU,QatatSi:ta"dOY,tSi:,DE
1386,ATASATTADAU,Qatazata"daU,za,DE
1387,ADASSADAI,Qadasa"daI,as,DE
1388,ADOSCHADAI,QadOZa"daI,OZ,DE
1389,DATÖÜHTADEU,dat2:y:ta"dOY,2:y:,DE
1390,ATANTADAI,Qatanta"daI,nt,DE
1391,ATAS ADAI,QatazQa"daI,zQ,DE
1392,ADAUDADAI,QadaUda"daI,aUd,DE
1393,ATASPADAI,Qatazpa"daI,zp,DE
1394,ATAWSADAI,Qatavsa"daI,vs,DE
1395,ATATZLADEU,Qatatsla:"daU,tsl,DE
1396,DATAAÖHTADEU,da:ta:2:ta"dOY,a:2:,DE
1397,PATIEPFADAU,pati:pfa:"daU,i:pf,DE
1398,ATEEHADEU,Qa:te:ha"dOY,e:h,DE
1399,ADÜHBADAI,Qady:ba:"daI,y:b,DE
1400,DATEUAHTADEU,da:tOYa:ta"dOY,OYa:,DE
1401,ATACHMADEU,Qataxma:"daU,xm,DE
1402,ATAJAUTADEU,QatajaUta"dOY,jaU,DE
1403,PATAWTSCHADAU,patavtSa:"daU,vtS,DE
1404,ADAHDADAI,Qada:da"daI,a:d,DE
1405,DATABOHTADEU,da:tabo:ta"dOY,bo:,DE
1406,PATANGTSCHADAU,pataNtSa:"daU,NtS,DE
1407,ATOEDADEU,QatO@da"dOY,O@,DE
1408,DATAIUHTADEU,da:taIu:ta"dOY,aIu:,DE
1409,ATINNADEU,Qa:tIna"dOY,In,DE
1410,ATÜHMADEU,Qaty:ma:"daU,y:m,DE
1411,HADISADAI,ha:diza"daI,*h,DE
1412,PATTEFADAU,pat@fa:"daU,@f,DE
1413,PATÖGGADAU,pat9ga"daU,9g,DE
1414,ADÖHSCHADAI,Qad2:Za"daI,2:Z,DE
1415,APAKSADAI,Qapakza"daI,kz,DE
1416,ATABTADAI,Qatabta"daI,bt,DE
1417,PATATKADAU,pata:tka"daU,tk,DE
1418,PATASFADAU,patazfa"daU,zf,DE
1419,ATATZHADEU,Qatatsha"dOY,tsh,DE
1420,ADEUDADAI,QadOYda"daI,OYd,DE
1421,ATASAITADEU,QatasaIta"dOY,saI,DE
1422,ATARJADEU,QataRja"dOY,Rj,DE
1423,ADASCHADAI,QadaZa"daI,aZ,DE
1424,ATAMDADAI,Qatamda"daI,md,DE
1425,PADISSADAI,pa:dIsa"daI,*p,DE
