File-nr,logatome,SAM-PA,diphone,language
1001,ATAPFDADAI,QatapfdadaI,pfd,DE
1002,SADISADAI,sadisadaI,*s,DE
1003,ATTEROTTADAU,Qate6OtadaU,6O,DE
1004,ATAJSADAI,QatajsadaI,js,DE
1005,ADISSADASCH,QadIsadaZ,Z*,DE
1006,ATTEPADAI,Qat@padaI,@p,DE
1007,ATÄHJADEU,QatE:ja:daU,E:j,DE
1008,WADISADAI,va:dizadaI,*v,DE
1009,ATACHWADAI,QataxvadaI,xv,DE
1010,DATAIAHTADEU,da:taIa:tadOY,aIa:,DE
1011,ATAGNADEU,QatagnadOY,gn,DE
1012,PATIGGADAU,patIgadaU,Ig,DE
1013,ATANGCHADAI,QataNxadaI,Nx,DE
1014,ATANGSCHADAI,QataNZadaI,NZ,DE
1015,ATTECHWADAI,QatECvadaI,Cv,DE
1016,PATÜHFADAU,paty:fa:daU,y:f,DE
1017,ATAPÖHTADEU,Qatap2:tadOY,p2:,DE
1018,ATTECHDADAI,QatECdadaI,Cd,DE
1019,ATAHMADEU,Qata:ma:daU,a:m,DE
1020,ADITTADAI,QadItadaI,It,DE
1021,ATANGADEU,QataNadOY,aN,DE
1022,ATARHADEU,QataRhadOY,Rh,DE
1023,ATASNADEU,QatasnadOY,sn,DE
1024,PATATSCHGADAU,patatSgadaU,tSg,DE
1025,ATATSCHATTADAU,QatatSatadaU,tSa,DE
1026,ADAUSCHADAI,QadaUZadaI,aUZ,DE
1027,ATTEÜTTADAU,Qat@YtadaU,@Y,DE
1028,ATATZBADAI,Qatatsba:daI,tsb,DE
1029,ATAPSADAI,QatapsadaI,ps,DE
1030,DATÄÖHTADEU,datE2:tadOY,E2:,DE
1031,ATASNADEU,QataznadOY,zn,DE
1032,DATEEÄHTADEU,da:te:E:tadOY,e:E:,DE
1033,ATAGMADEU,QatagmadOY,gm,DE
1034,ADUPPADAI,QadUpadaI,Up,DE
1035,ATAPÜHTADEU,Qatapy:tadOY,py:,DE
1036,ATASCHUTTADAU,QataSUtadaU,SU,DE
1037,ATEUITTADAU,QatOYItadaU,OYI,DE
1038,ATABFADAU,QatabfadaU,bf,DE
1039,ADÖHTADAI,Qad2:tadaI,2:t,DE
1040,PATAHTSCHADAU,patahtSadaU,htS,DE
1041,ATATAUTADEU,QatataUtadOY,taU,DE
1042,ATATZSADAI,QatatszadaI,tsz,DE
1043,ATAPFTSCHADAI,QatapftSa:daI,pftS,DE
1044,PATOPFADAU,patOpfa:daU,Opf,DE
1045,ATAPFERTADEU,Qatapf6tadOY,pf6,DE
1046,ATADWADAI,QatadvadaI,dv,DE
1047,DATAOHTADEU,datao:tadOY,ao:,DE
1048,ATAWÜTTADAU,QatavYtadaU,vY,DE
1049,ATABMADEU,QatabmadOY,bm,DE
1050,ATASCHSADAI,QataSzadaI,Sz,DE
1051,ATAMITTADAU,QatamItadaU,mI,DE
1052,ADÜTZADAI,QadYtsadaI,Yts,DE
1053,ADAHSCHADAI,Qada:Sa:daI,a:S,DE
1054,ADICHADAI,QadICadaI,IC,DE
1055,ATÜHLADEU,Qaty:la:daU,y:l,DE
1056,ATANGHADEU,QataNhadOY,Nh,DE
1057,ATUEDADEU,Qatu:@dadOY,u:@,DE
1058,ADAHPADAI,Qada:padaI,a:p,DE
1059,ATTERADEU,Qat@RadOY,@R,DE
1060,ADAICHADEI,QadaICadaI,aIC,DE
1061,ATAPFSCHADAI,QatapfZadaI,pfZ,DE
1062,ATTERTSCHADAI,Qat6tSa:daI,6tS,DE
1063,ATAGSADAI,QatagzadaI,gz,DE
1064,ATANGWADAI,QataNvadaI,Nv,DE
1065,ATAWATTADAU,QatavatadaU,va,DE
1066,PATATSCHTSADAU,patatStsadaU,tSts,DE
1067,ATTETADAI,Qat@tadaI,@t,DE
1068,ATADÖTTADAU,Qatad9tadaU,d9,DE
1069,DATAIÖHTADEU,da:taI2:tadOY,aI2:,DE
1070,ATTECHITTADAU,QatECItadaU,CI,DE
1071,ATALWADAI,Qata:lvadaI,lv,DE
1072,ATAGÖTTADAU,Qata:g9tadaU,g9,DE
1073,ATAFHADEU,QatafhadOY,fh,DE
1074,DATASEHTADEU,da:ta:ze:tadOY,ze:,DE
1075,ATAGÄTTADAU,Qata:gEtadaU,gE,DE
1076,ATASCHPADAI,QataSpadaI,Sp,DE
1077,PATAFTSADAU,pataftsadaU,fts,DE
1078,ATTERBADAI,Qat6ba:daI,6b,DE
1079,ATÜHNGADEU,Qaty:NadOY,y:N,DE
1080,ADAUSADAI,QadaUzadaI,aUz,DE
1081,ATAWHADEU,QatavhadOY,vh,DE
1082,DATAPFÖHTADEU,da:tapf2:tadOY,pf2:,DE
1083,ADEUSADAI,QadOYzadaI,OYz,DE
1084,ATASPADAI,QataspadaI,sp,DE
1085,ATADBADAI,QatadbadaI,db,DE
1086,ATTESADAI,Qat@zadaI,@z,DE
1087,ADÜHTSCHADAI,Qady:tSa:daI,y:tS,DE
1088,ATADAUTATEU,QatadaUtatOY,daU,DE
1089,ADOWWADAI,QadOvadaI,Ov,DE
1090,ATALAITADEU,QatalaItadOY,laI,DE
1091,DATEIIEHTADEU,dataIi:tadOY,aIi:,DE
1092,ATTERSCHADAI,Qat6Sa:daI,6S,DE
1093,ATAKÄTTADAU,QatakEtadaU,kE,DE
1094,ATARRERTADEU,QataR6tadOY,R6,DE
1095,PATÖHFADAU,pat2:fa:daU,2:f,DE
1096,ATASCHSADAI,QataZzadaI,Zz,DE
1097,ADÜHCHADAI,Qady:CadaI,y:C,DE
1098,DATABÄHTADEU,da:tabE:tadOY,bE:,DE
1099,ADÖ ADAI,Qad9QadaI,9Q,DE
1100,DATASCHEHTADEU,dataZe:tadOY,Ze:,DE
1101,PATUHGADAU,patu:gadaU,u:g,DE
1102,ATARSADAI,QataRzadaI,Rz,DE
1103,ATATOTTADAU,QatatOtadaU,tO,DE
1104,DATASÄHTADEU,da:tazE:tadOY,zE:,DE
1105,PATAPFTSCHADAU,patapftSa:daU,pftS,DE
1106,ATEUUTTADAU,QatOYUtadaU,OYU,DE
1107,PATASCHKADAU,pataSkadaU,Sk,DE
1108,ATIENGADEU,Qati:NadOY,i:N,DE
1109,ATAFWADAI,QatafvadaI,fv,DE
1110,ATÜÄTTADAU,QatYEtadaU,YE,DE
1111,ATEHERDADEU,Qa:te:6da:daU,e:6,DE
1112,ATAKBADAI,Qatakba:daI,kb,DE
1113,ATACHÜTTADAU,QataxYtadaU,xY,DE
1114,ADÄHBADAI,QadE:ba:daI,E:b,DE
1115,ATA ÜTTADAU,QataQYtadaU,QY,DE
1116,ATAH ADAI,QatahQadaI,hQ,DE
1117,ATTERÖTTADAU,Qat69tadaU,69,DE
1118,DATTEÄHTADEU,da:t@E:tadOY,@E:,DE
1119,ATASCHCHADAI,QataSxadaI,Sx,DE
1120,ATAPÖTTADAU,Qatap9tadaU,p9,DE
1121,ATUNGADEU,QatUNadOY,UN,DE
1122,DATÜEHTADEU,daty:e:tadOY,y:e:,DE
1123,ATASCHBADAI,QataSba:daI,Sb,DE
1124,PATASTSCHADAU,patastSa:daU,stS,DE
1125,ATAGDADAI,QatagdadaI,gd,DE
1126,ADISSADAF,Qa:dIsadaf,f*,DE
1127,ADAUSCHADAI,QadaUSa:daI,aUS,DE
1128,DATAKUHTADEU,da:taku:tadOY,ku:,DE
1129,PATANGFADAU,pataNfa:daU,Nf,DE
1130,DATADÖHTADEU,da:tad2:tadOY,d2:,DE
1131,ATABOTTADAU,QatabOtadaU,bO,DE
1132,ATOOATTADAU,Qato:atadaU,o:a,DE
1133,PATARKADAU,pataRkadaU,Rk,DE
1134,DATTEAHTADEU,da:t@a:tadOY,@a:,DE
1135,ATTECHOTTADAU,QatECOtadaU,CO,DE
1136,DATÖÄHTADEU,dat2:E:tadOY,2:E:,DE
1137,PATUGGADAU,patUgadaU,Ug,DE
1138,ATAJÜTTADAU,QatajYtadaU,jY,DE
1139,PATTERKADAU,pat6kadaU,6k,DE
1140,ATAMATTADAU,QatamatadaU,ma,DE
1141,ATAGTADAI,QatagtadaI,gt,DE
1142,ADISSADAR,QadIsadaR,R*,DE
1143,ATABRADEU,QatabRadOY,bR,DE
1144,ATTECHMADEU,QatECma:daU,Cm,DE
1145,ATACHUTTADAU,QataxUtadaU,xU,DE
1146,ADEEDADAI,Qade:dadaI,e:d,DE
1147,ATÖEDADEU,Qat2:@dadOY,2:@,DE
1148,ATAPFOTTADAU,QatapfOtadaU,pfO,DE
1149,DATASEHTADEU,datase:tadOY,se:,DE
1150,ADISSADAJ,Qa:dIsadaj,j*,DE
1151,ATACHBADAI,Qataxba:daI,xb,DE
1152,ATAMHADEU,QatamhadOY,mh,DE
1153,DATTECHÖHTADEU,da:tEC2:tadOY,C2:,DE
1154,ATAHAUTADEU,QatahaUtadOY,haU,DE
1155,PATASTSADAU,patastsadaU,sts,DE
1156,DATANÖHTADEU,da:tan2:tadOY,n2:,DE
1157,DATAJUHTADEU,da:taju:tadOY,ju:,DE
1158,ATADOTTADAU,QatadOtadaU,dO,DE
1159,ATÖHJADEU,Qat2:ja:daU,2:j,DE
1160,DATTECHEHTADEU,da:tECe:tadOY,Ce:,DE
1161,ATAJEUTADEU,QatajOYtadOY,jOY,DE
1162,ATAFPADAI,QatafpadaI,fp,DE
1163,DATAUUHTADEU,da:taUu:tadOY,aUu:,DE
1164,PATAPFTSADAU,patapftsadaU,pfts,DE
1165,APADTSADAU,QapadtsadaU,dts,DE
1166,ATTEBADAI,Qat@ba:daI,@b,DE
1167,ATASCHETADEU,QataS@tadOY,S@,DE
1168,ATALJADEU,Qata:lja:daU,lj,DE
1169,ADÖHWADAI,Qad2:vadaI,2:v,DE
1170,DATÄOHTADEU,da:tEo:tadOY,Eo:,DE
1171,ATÖHNGADEU,Qat2:NadOY,2:N,DE
1172,ATASÜTTADAU,QatazYtadaU,zY,DE
1173,ATAF ADAI,QatafQadaI,fQ,DE
1174,ADÜHTADAI,Qady:tadaI,y:t,DE
1175,ATÖNGADEU,Qat9NadOY,9N,DE
1176,ATALCHADAI,QatalxadaI,lx,DE
1177,ADÜH ADAI,Qady:QadaI,y:Q,DE
1178,ATEIITTADAU,QataIItadaU,aII,DE
1179,ATAJITTADAU,QatajItadaU,jI,DE
1180,ATALÄTTADAU,QatalEtadaU,lE,DE
1181,ADÄTSCHADAI,QadEtSadaI,EtS,DE
1182,DATALUHTADEU,data:lu:tadOY,lu:,DE
1183,ATIEÜTTADAU,Qati:YtadaU,i:Y,DE
1184,ADUHTSCHADAI,Qadu:tSa:daI,u:tS,DE
1185,ATATWADAI,Qata:tvadaI,tv,DE
1186,DATEEUHTADEU,da:te:u:tadOY,e:u:,DE
1187,PATACHTSADAU,pataxtsadaU,xts,DE
1188,ATAPATTADAU,QatapatadaU,pa,DE
1189,ATANÖTTADAU,Qatan9tadaU,n9,DE
1190,PATTERPFADAU,pat6pfa:daU,6pf,DE
1191,ATAUUTTADAU,QataUUtadaU,aUU,DE
1192,DATUEHTADEU,datu:e:tadOY,u:e:,DE
1193,ATARLADEU,QataRladOY,Rl,DE
1194,DATAJÖHTADEU,da:taj2:tadOY,j2:,DE
1195,ATAPÜTTADAU,QatapYtadaU,pY,DE
1196,ATADDADAI,QatadadaI,ad,DE
1197,ATA ÜHTADEU,QataQy:tadOY,Qy:,DE
1198,ADISSADAI,Qa:dIsadaI,*Q,DE
1199,ATAWBADAI,Qatavba:daI,vb,DE
1200,ADISSADDE,QadIsadE,E*,DE
1201,ATANGAUTADEU,QataNaUtadOY,NaU,DE
1202,DATACHOHTADEU,dataxo:htadOY,xo:,DE
1203,ATABJADEU,QatabjadOY,bj,DE
1204,ATÜITTADAU,Qaty:ItadaU,y:I,DE
1205,ATAKOTTADAU,QatakOtadaU,kO,DE
1206,DATÄIEHTADEU,datE:i:tadOY,E:i:,DE
1207,ATAUMADEU,QataUma:daU,aUm,DE
1208,ATIELADEU,Qati:la:daU,i:l,DE
1209,ATADDERTADEU,Qatad6tadOY,d6,DE
1210,ATASSERTADEU,Qatas6tadOY,s6,DE
1211,ADOHPADAI,Qado:padaI,o:p,DE
1212,DATTEIEHTADEU,dat@i:tadOY,@i:,DE
1213,DATÄEHTADEU,datE:e:tadOY,E:e:,DE
1214,ATUERDADEU,Qatu:6dadOY,u:6,DE
1215,DATIEÖHTADEU,dati:2:tadOY,i:2:,DE
1216,ATANGSCHADAI,QataNSa:daI,NS,DE
1217,ATAWSADAI,QatavzadaI,vz,DE
1218,ATTÖITTADAU,Qat9ItadaU,9I,DE
1219,DATAJIEHTADEU,da:taji:tadOY,ji:,DE
1220,APADPFADAU,QapadpfadaU,dpf,DE
1221,ADOHSCHADAI,Qado:ZadaI,o:Z,DE
1222,ATAJBADAI,Qatajba:daI,jb,DE
1223,ATALMADEU,Qatalma:daU,lm,DE
1224,ADÖDDADAI,Qad9dadaI,9d,DE
1225,ATAWTADAI,QatavtadaI,vt,DE
1226,ATANNADEU,QatanadOY,an,DE
1227,ATATSCHEHTADEU,QatatSe:tadOY,tSe:,DE
1228,DATTECHUHTADEU,da:tECu:tadOY,Cu:,DE
1229,ATATSADAI,Qata:tzadaI,tz,DE
1230,ATTEDADAI,Qat@dadaI,@d,DE
1231,ATÖHATTADAU,Qat2:atadaU,2:a,DE
1232,ATUHCHADEU,Qatu:xadOY,u:x,DE
1233,ATASCHÄTTADAU,QataZEtadaU,ZE,DE
1234,PATAJTSCHADAU,patajtSa:daU,jtS,DE
1235,ATAHLADEU,QatahladOY,hl,DE
1236,ATONNADEU,QatOnadOY,On,DE
1237,ATAPDADAI,QatapdadaI,pd,DE
1238,ATAMAUTADEU,QatamaUtadOY,maU,DE
1239,APAKTSCHADAU,QapaktSa:daU,ktS,DE
1240,ATASCHAITADEU,QataSaItadOY,SaI,DE
1241,ATANGÄTTADAU,QataNEtadaU,NE,DE
1242,ATASMADEU,QatazmadOY,zm,DE
1243,ATASCHPADAI,QataZpadaI,Zp,DE
1244,PATTECGTSADAU,pat@CtsadaU,Cts,DE
1245,ATALSCHADAI,QatalZadaI,lZ,DE
1246,ATADPADAI,QatadpadaI,dp,DE
1247,ATARITTADAU,QataRItadaU,RI,DE
1248,DATÄIEHTADEU,da:tEi:tadOY,Ei:,DE
1249,DATANGÄHTADEU,dataNE:tadOY,NE:,DE
1250,ATTERTZADAI,Qat6tsadaI,6ts,DE
1251,DATÄOHTADEU,datE:o:tadOY,E:o:,DE
1252,PATÄCKADAU,patEkadaU,Ek,DE
1253,DATIEEHTADEU,dati:e:tadOY,i:e:,DE
1254,ADÖHSADAI,Qad2:sadaI,2:s,DE
1255,DATAWÖHTADEU,da:tav2:tadOY,v2:,DE
1256,ATAPFUTTADAU,QatapfUtadaU,pfU,DE
1257,ATANGDADAI,QataNdadaI,Nd,DE
1258,ATÜUTTADAU,Qaty:UtadaU,y:U,DE
1259,ATADEUTATAU,QatadOYtataU,dOY,DE
1260,PATAMKADAU,patamkadaU,mk,DE
1261,PATAFTSCHADAU,pataftSa:daU,ftS,DE
1262,ATARAUTADEU,QataRaUtadOY,RaU,DE
1263,ADÜSADAI,QadYzadaI,Yz,DE
1264,DATAGÖHTADEU,da:ta:g2:tadOY,g2:,DE
1265,ADISSADAL,Qa:dIsada:l,l*,DE
1266,ATADNADEU,QatadnadOY,dn,DE
1267,DATAROHTADEU,dataRo:tadOY,Ro:,DE
1268,PATÖHGADAU,pat2:gadaU,2:g,DE
1269,ATALPADAI,QatalpadaI,lp,DE
1270,ATABPFADAU,QatabpfadaU,bpf,DE
1271,ATAUHADEU,QataUhadOY,aUh,DE
1272,ATATSCHADAI,QatatZadaI,tZ,DE
1273,ATTERUTTADAU,Qat6UtadaU,6U,DE
1274,ATTÖOTTADAU,Qat9OtadaU,9O,DE
1275,ATTECHÄTTADAU,QatECEtadaU,CE,DE
1276,DATACHEHTADEU,da:taxe:tadOY,xe:,DE
1277,ADOHSADAI,Qado:sadaI,o:s,DE
1278,DATASCHÄHTADEU,dataZE:tadOY,ZE:,DE
1279,ATATZDADAI,QatatsdadaI,tsd,DE
1280,ATÜERDADEU,QatY6da:daU,Y6,DE
1281,ATEEÖTTADAU,Qa:te:9tadaU,e:9,DE
1282,ATÜRRADEU,QatYRadOY,YR,DE
1283,DATÄÜHTADEU,da:tE:y:tadOY,E:y:,DE
1284,ATAHNADEU,QatahnadOY,hn,DE
1285,NADISADAI,na:dizadaI,*n,DE
1286,ADISSADAS,QadIsadaz,z*,DE
1287,ATATSCHBADAI,QatatSba:daI,tSb,DE
1288,ATAGBADAI,QatagbadaI,gb,DE
1289,ATAL ADAI,QatalQadaI,lQ,DE
1290,ATASOTTADAU,QatasOtadaU,sO,DE
1291,PATAWTSADAU,patavtsadaU,vts,DE
1292,ATAUÖTTADAU,QataU9tadaU,aU9,DE
1293,ATASSCHADAI,QatasSa:daI,sS,DE
1294,ATAMBADAI,Qatamba:daI,mb,DE
1295,DATTERIEHTADEU,dat6i:tadOY,6i:,DE
1296,ADATTADAI,QadatadaI,at,DE
1297,ATAHADEU,Qata:hadOY,a:h,DE
1298,ATAIRADEU,QataIRadOY,aIR,DE
1299,DATUIETADEU,datu:i:tadOY,u:i:,DE
1300,ATADCHADAI,QatadxadaI,dx,DE
1301,ATTERJADEU,Qat6ja:daU,6j,DE
1302,ADUHWADAI,Qadu:vadaI,u:v,DE
1303,PATAHPFADAU,pata:pfa:daU,a:pf,DE
1304,ATACHSADAI,QataxzadaI,xz,DE
1305,ATAJOTTADAU,QatajOtadaU,jO,DE
1306,DATEUEHTADEU,datOYe:tadOY,OYe:,DE
1307,DATANAHTADEU,da:tana:tadOY,na:,DE
1308,DATADIEHTADEU,da:tadi:tadOY,di:,DE
1309,PATAPFGADAU,patapfgadaU,pfg,DE
1310,ATATZRADEU,QatatsRadOY,tsR,DE
1311,ATIEHADEU,Qati:hadOY,i:h,DE
1312,DATAUÜHTADEU,da:taUy:tadOY,aUy:,DE
1313,ATACHAUTADEU,QataxaUtadOY,xaU,DE
1314,DATASCHEHTADEU,da:taSe:tadOY,Se:,DE
1315,DATASÖHTADEU,da:taz2:tadOY,z2:,DE
1316,ADAU ADAI,QadaUQadaI,aUQ,DE
1317,ADISSADÜH,Qa:dIsady:,y:*,DE
1318,ATATSCHPADAI,QatatSpadaI,tSp,DE
1319,ADISSADAT,Qa:dIsada:t,t*,DE
1320,DATEUUHTADEU,da:tOYu:tadOY,OYu:,DE
1321,ATATZ ADAI,QatatsQadaI,tsQ,DE
1322,ATAWOTTADAU,QatavOtadaU,vO,DE
1323,ATTENADEU,Qat@nadOY,@n,DE
1324,DATANGUHTADEU,dataNu:tadOY,Nu:,DE
1325,ATAWEUTADEU,QatavOYtadOY,vOY,DE
1326,ATATSCHÖTTADAU,QatatS9tadaU,tS9,DE
1327,ATANEUTADEU,QatanOYtadOY,nOY,DE
1328,ATASSADAI,QataszadaI,sz,DE
1329,ATAFLADEU,Qatafla:daU,fl,DE
1330,ATASLADEU,QatazladOY,zl,DE
1331,ATALHADEU,Qata:lhadOY,lh,DE
1332,ADAISADEU,QadaIzadOY,aIz,DE
1333,DATTECHÄHTADEU,da:tECE:tadOY,CE:,DE
1334,ATASSCHADAI,QatazSadaI,zS,DE
1335,ADÜDDADAI,QadYdadaI,Yd,DE
1336,ATAWÖTTADAU,Qatav9tadaU,v9,DE
1337,ATAMOTTADAU,QatamOtadaU,mO,DE
1338,ATANAUTADEU,QatanaUtadOY,naU,DE
1339,ADISSADATZ,Qa:dIsada:ts,ts*,DE
1340,ATAWSCHADAI,QatavZadaI,vZ,DE
1341,DATASIEHTADEU,datasi:tadOY,si:,DE
1342,ATALITTADAU,QatalItadaU,lI,DE
1343,ATAJTADAI,QatajtadaI,jt,DE
1344,ADUWWADAI,QadUvadaI,Uv,DE
1345,ATAPKADAU,QatapkadaU,pk,DE
1346,DATACHÄHTADEU,da:taxE:tadOY,xE:,DE
1347,ATÜUTTADAU,QatYUtadaU,YU,DE
1348,ADUHDADAI,Qadu:dadaI,u:d,DE
1349,ADÜHSCHADAI,Qady:Sa:daI,y:S,DE
1350,DATASCHIEHTADEU,da:taSi:tadOY,Si:,DE
1351,PATARTSCHADAU,pataRtSadaU,RtS,DE
1352,ADÜHSCHADAI,Qady:ZadaI,y:Z,DE
1353,ATAHLADEU,Qata:la:daU,a:l,DE
1354,ATASCHNGADEU,QataZNadOY,ZN,DE
1355,ATAFEUTADEU,QatafOYtadOY,fOY,DE
1356,DATÜÄHTADEU,daty:E:tadOY,y:E:,DE
1357,ATALSADAI,QatalsadaI,ls,DE
1358,ATATPADAI,Qata:tpadaI,tp,DE
1359,ATEUÜTTADAU,QatOYYtadaU,OYY,DE
1360,DATTECHÜHTADEU,da:tECy:tadOY,Cy:,DE
1361,ADEESADAI,Qade:sadaI,e:s,DE
1362,ATA ITTADAU,QataQItadaU,QI,DE
1363,ATACHEUTADEU,QataxOYtadOY,xOY,DE
1364,ATOHADEU,QatOhadOY,Oh,DE
1365,ADUHSADAI,Qadu:sadaI,u:s,DE
1366,ATAPSCHADAI,QatapSa:daI,pS,DE
1367,ATASUTTADAU,QatazUtadaU,zU,DE
1368,ADEU ADAI,QadOYQadaI,OYQ,DE
1369,ATABUTTADAU,QatabUtadaU,bU,DE
1370,PATAHFADAU,pata:fa:daU,a:f,DE
1371,ATAJATTADAU,QatajatadaU,ja,DE
1372,ADÜSCHADAI,QadYZadaI,YZ,DE
1373,ATAFJADEU,Qatafja:daU,fj,DE
1374,ATÜHADEU,Qaty:hadOY,y:h,DE
1375,ATTETZADAI,Qat@tsadaI,@ts,DE
1376,ATÄRRADEU,QatERadOY,ER,DE
1377,ATOOEDADEU,Qato:@dadOY,o:@,DE
1378,ADEUPADAI,QadOYpadaI,OYp,DE
1379,ATIJADEU,QatIjadOY,Ij,DE
1380,ADÄSCHADAI,QadEZadaI,EZ,DE
1381,ADEESADAI,Qade:zadaI,e:z,DE
1382,DATABÜHTADEU,da:taby:tadOY,by:,DE
1383,ATTERNGADEU,Qat6NadOY,6N,DE
1384,ADISSADAS,Qa:dIsadas,s*,DE
1385,ATATSCHIEHTADEU,QatatSi:tadOY,tSi:,DE
1386,ATASATTADAU,QatazatadaU,za,DE
1387,ADASSADAI,QadasadaI,as,DE
1388,ADOSCHADAI,QadOZadaI,OZ,DE
1389,DATÖÜHTADEU,dat2:y:tadOY,2:y:,DE
1390,ATANTADAI,QatantadaI,nt,DE
1391,ATAS ADAI,QatazQadaI,zQ,DE
1392,ADAUDADAI,QadaUdadaI,aUd,DE
1393,ATASPADAI,QatazpadaI,zp,DE
1394,ATAWSADAI,QatavsadaI,vs,DE
1395,ATATZLADEU,Qatatsla:daU,tsl,DE
1396,DATAAÖHTADEU,da:ta:2:tadOY,a:2:,DE
1397,PATIEPFADAU,pati:pfa:daU,i:pf,DE
1398,ATEEHADEU,Qa:te:hadOY,e:h,DE
1399,ADÜHBADAI,Qady:ba:daI,y:b,DE
1400,DATEUAHTADEU,da:tOYa:tadOY,OYa:,DE
1401,ATACHMADEU,Qataxma:daU,xm,DE
1402,ATAJAUTADEU,QatajaUtadOY,jaU,DE
1403,PATAWTSCHADAU,patavtSa:daU,vtS,DE
1404,ADAHDADAI,Qada:dadaI,a:d,DE
1405,DATABOHTADEU,da:tabo:tadOY,bo:,DE
1406,PATANGTSCHADAU,pataNtSa:daU,NtS,DE
1407,ATOEDADEU,QatO@dadOY,O@,DE
1408,DATAIUHTADEU,da:taIu:tadOY,aIu:,DE
1409,ATINNADEU,Qa:tInadOY,In,DE
1410,ATÜHMADEU,Qaty:ma:daU,y:m,DE
1411,HADISADAI,ha:dizadaI,*h,DE
1412,PATTEFADAU,pat@fa:daU,@f,DE
1413,PATÖGGADAU,pat9gadaU,9g,DE
1414,ADÖHSCHADAI,Qad2:ZadaI,2:Z,DE
1415,APAKSADAI,QapakzadaI,kz,DE
1416,ATABTADAI,QatabtadaI,bt,DE
1417,PATATKADAU,pata:tkadaU,tk,DE
1418,PATASFADAU,patazfadaU,zf,DE
1419,ATATZHADEU,QatatshadOY,tsh,DE
1420,ADEUDADAI,QadOYdadaI,OYd,DE
1421,ATASAITADEU,QatasaItadOY,saI,DE
1422,ATARJADEU,QataRjadOY,Rj,DE
1423,ADASCHADAI,QadaZadaI,aZ,DE
1424,ATAMDADAI,QatamdadaI,md,DE
1425,PADISSADAI,pa:dIsadaI,*p,DE
1426,ATABAITADEU,QatabaItadOY,baI,DE
1427,ADUHBADAI,Qadu:ba:daI,u:b,DE
1428,ADÄTZADAI,QadEtsadaI,Ets,DE
1429,ATANMADEU,Qatanma:daU,nm,DE
1430,ATAPOHTADEU,Qatapo:tadOY,po:,DE
1431,ATATZUTTADAU,QatatsUtadaU,tsU,DE
1432,ATAWAITADEU,QatavaItadOY,vaI,DE
1433,APAKNADEU,QapaknadOY,kn,DE
1434,ATASCHTADAI,QataZtadaI,Zt,DE
1435,ATÜEDADEU,Qaty:@dadOY,y:@,DE
1436,ATAPEUTADEU,QatapOYtadOY,pOY,DE
1437,ATAJSCHADAI,QatajZadaI,jZ,DE
1438,ATÄHADEU,QatEhadOY,Eh,DE
1439,ADÜHSADAI,Qady:sadaI,y:s,DE
1440,PATAWFADAU,patavfa:daU,vf,DE
1441,ATAFBADAI,Qatafba:daI,fb,DE
1442,DATTEREHTADEU,dat6e:tadOY,6e:,DE
1443,ATUOTTADAU,Qatu:OtadaU,u:O,DE
1444,ATORRADEU,QatORadOY,OR,DE
1445,ATALÖTTADAU,Qatal9tadaU,l9,DE
1446,ATARCHADAI,QataRxadaI,Rx,DE
1447,ATA UHTADEU,QataQu:tadOY,Qu:,DE
1448,DATAFÖHTADEU,da:taf2:tadOY,f2:,DE
1449,DATANIEHTADEU,da:tani:tadOY,ni:,DE
1450,ATÖMMADEU,Qat9ma:daU,9m,DE
1451,ATÄHÖTTADAU,QatE:9tadaU,E:9,DE
1452,PATASCHTSCHADAU,pataStSa:daU,StS,DE
1453,PATAUGADAU,pataUgadaU,aUg,DE
1454,ATAMÜTTADAU,QatamYtadaU,mY,DE
1455,DATAGÄHTADEU,da:ta:gE:tadOY,gE:,DE
1456,ATATLADEU,Qata:tla:daU,tl,DE
1457,ATÄHNGADEU,QatE:NadOY,E:N,DE
1458,PATTECHKADAU,patECkadaU,Ck,DE
1459,DATADÜHTADEU,da:tady:tadOY,dy:,DE
1460,ATEUÖTTADAU,QatOY9tadaU,OY9,DE
1461,ATATÄTTADAU,QatatEtadaU,tE,DE
1462,ATABKADAU,QatabkadaU,bk,DE
1463,ADISSADAN,Qa:dIsada:n,n*,DE
1464,ADAITSCHADAI,QadaItSa:daI,aItS,DE
1465,PATATPFADAU,pata:tpfa:daU,tpf,DE
1466,ATEUHADEU,QatOYhadOY,OYh,DE
1467,ATAPSADAI,QatapzadaI,pz,DE
1468,DATAKÜHTADEU,da:taky:tadOY,ky:,DE
1469,PATÜHPFADAU,paty:pfa:daU,y:pf,DE
1470,ATASMADEU,Qatasma:daU,sm,DE
1471,PATIEGADAU,pati:gadaU,i:g,DE
1472,DATAMÖHTADEU,da:tam2:tadOY,m2:,DE
1473,ATTERNADEU,Qat6nadOY,6n,DE
1474,DATAHIEHTADEU,da:tahi:tadOY,hi:,DE
1475,ATATNADEU,Qata:tnadOY,tn,DE
1476,ATANNERTADEU,Qatan6tadOY,n6,DE
1477,ATASCHOTTADAU,QataSOtadaU,SO,DE
1478,ATALBADAI,Qatalba:daI,lb,DE
1479,ATAPFÜTTADAU,QatapfYtadaU,pfY,DE
1480,ATTERMADEU,Qat6ma:daU,6m,DE
1481,ATASCHJADEU,QataZjadOY,Zj,DE
1482,APADGADAU,QapadgadaU,dg,DE
1483,ATARNADEU,QataRnadOY,Rn,DE
